Gene ID;source_id;Organism;Product Description;Gene Name or Symbol;Computed GO Components;Computed GO Function IDs;Computed GO Functions;Computed GO Process IDs;Computed GO Processes;Curated GO Component IDs;Curated GO Components;Curated GO Function IDs;Curated GO Functions;Curated GO Process IDs;Curated GO Processes;Computed GO Component IDs
PF3D7_0301400;PF3D7_0301400.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function;null;null;null;null;null;null;GO:0043657;host cell;null;null;null;null;null
PF3D7_0301800;PF3D7_0301800.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function;null;membrane;null;null;null;null;"GO:0020036;GO:0043657";"Maurer's cleft;host cell";null;null;null;null;GO:0016020
PF3D7_0301900;PF3D7_0301900.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;cytoplasm;GO:0005524;ATP binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_0302000;PF3D7_0302000.1;Plasmodium falciparum 3D7;pre-mRNA-splicing factor PRP46, putative;PRP46;null;GO:0005515;protein binding;null;null;GO:0005681;spliceosomal complex;null;null;null;null;null
PF3D7_0302600;PF3D7_0302600.1;Plasmodium falciparum 3D7;ABC transporter B family member 4, putative;ABCB4;integral component of membrane;"GO:0005524;GO:0016887;GO:0042626";"ATP binding;ATPase activity;ATPase activity, coupled to transmembrane movement of substances";GO:0055085;transmembrane transport;"GO:0020011;GO:0016021";"apicoplast;integral component of membrane";GO:0042626;ATPase activity, coupled to transmembrane movement of substances;GO:0042493;response to drug;GO:0016021
PF3D7_0303400;PF3D7_0303400.1;Plasmodium falciparum 3D7;palmitoyltransferase DHHC1;DHHC1;null;GO:0005515;protein binding;null;null;"GO:0000139;GO:0070258";"Golgi membrane;inner membrane pellicle complex";GO:0016409;palmitoyltransferase activity;GO:0018345;protein palmitoylation;null
PF3D7_0303900;PF3D7_0303900.1;Plasmodium falciparum 3D7;phosphatidylethanolamine-binding protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0304000;PF3D7_0304000.1;Plasmodium falciparum 3D7;inner membrane complex protein 1a, putative;IMC1a;null;null;null;null;null;GO:0070258;inner membrane pellicle complex;null;null;GO:0044409;entry into host;null
PF3D7_0304100;PF3D7_0304100.1;Plasmodium falciparum 3D7;inner membrane complex protein 1e, putative;IMC1e;null;null;null;null;null;"GO:0070258;GO:0005634";"inner membrane pellicle complex;nucleus";null;null;null;null;null
PF3D7_0304300;PF3D7_0304300.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;null;null;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_0304500;PF3D7_0304500.1;Plasmodium falciparum 3D7;1-cys-glutaredoxin-like protein-1;GLP1;null;"GO:0009055;GO:0015035";"electron transfer activity;protein disulfide oxidoreductase activity";GO:0045454;cell redox homeostasis;GO:0005829;cytosol;"GO:0015036;GO:0015038";"disulfide oxidoreductase activity;glutathione disulfide oxidoreductase activity";null;null;null
PF3D7_0304700;PF3D7_0304700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;GO:0005524;ATP binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_0304900;PF3D7_0304900.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0305800;PF3D7_0305800.1;Plasmodium falciparum 3D7;P-loop containing nucleoside triphosphate hydrolase, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0306500;PF3D7_0306500.1;Plasmodium falciparum 3D7;cytochrome c oxidase subunit ApiCOX35, putative;null;null;null;null;null;null;GO:0005739;mitochondrion;null;null;null;null;null
PF3D7_0306800;PF3D7_0306800.1;Plasmodium falciparum 3D7;T-complex protein 1 subunit beta;CCT2;null;"GO:0005524;GO:0051082";"ATP binding;unfolded protein binding";GO:0006457;protein folding;"GO:0005832;GO:0005829;GO:0005634";"chaperonin-containing T-complex;cytosol;nucleus";GO:0051082;unfolded protein binding;GO:0006457;protein folding;null
PF3D7_0306900;PF3D7_0306900.1;Plasmodium falciparum 3D7;40S ribosomal protein S23, putative;null;"intracellular;ribosome;small ribosomal subunit";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0022627;GO:0005634";"cytosolic small ribosomal subunit;nucleus";GO:0003735;structural constituent of ribosome;null;null;"GO:0005622;GO:0005840;GO:0015935"
PF3D7_0307000;PF3D7_0307000.1;Plasmodium falciparum 3D7;small nucleolar RNA snoR03;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0307300;PF3D7_0307300.1;Plasmodium falciparum 3D7;microtubule-associated protein RP/EB family, putative;EB1;null;"GO:0008017;GO:0005515";"microtubule binding;protein binding";null;null;"GO:0005874;GO:0005654";"microtubule;nucleoplasm";GO:0051010;microtubule plus-end binding;null;null;null
PF3D7_0307700;PF3D7_0307700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;membrane;GO:0008270;zinc ion binding;null;null;GO:0005634;nucleus;null;null;null;null;GO:0016020
PF3D7_0308700;PF3D7_0308700.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_0309000;PF3D7_0309000.1;Plasmodium falciparum 3D7;dual specificity protein phosphatase;YVH1;null;"GO:0016791;GO:0004725;GO:0008138";"phosphatase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity";"GO:0016311;GO:0006470";"dephosphorylation;protein dephosphorylation";"GO:0005737;GO:0005634";"cytoplasm;nucleus";"GO:0016791;GO:0005515;GO:0008270";"phosphatase activity;protein binding;zinc ion binding";GO:0006470;protein dephosphorylation;null
PF3D7_0309100;PF3D7_0309100.1;Plasmodium falciparum 3D7;OMD protein, putative;OMD;cytoplasm;null;null;null;null;GO:0005737;cytoplasm;null;null;GO:0071976;cell gliding;GO:0005737
PF3D7_0309800;PF3D7_0309800.1;Plasmodium falciparum 3D7;YTH domain-containing protein 2, putative;YTH.2;null;GO:0003723;RNA binding;null;null;null;null;null;null;null;null;null
PF3D7_0309900;PF3D7_0309900.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;GO:0000166;nucleotide binding;null;null;null;null;null;null;null;null;null
PF3D7_0310100;PF3D7_0310100.1;Plasmodium falciparum 3D7;calcium-dependent protein kinase 3;CDPK3;null;"GO:0005524;GO:0005509;GO:0004672";"ATP binding;calcium ion binding;protein kinase activity";GO:0006468;protein phosphorylation;null;null;GO:0004683;calmodulin-dependent protein kinase activity;GO:0006468;protein phosphorylation;null
PF3D7_0310300;PF3D7_0310300.1;Plasmodium falciparum 3D7;phosphoglycerate mutase, putative;null;null;null;null;null;null;GO:0005634;nucleus;GO:0003729;mRNA binding;null;null;null
PF3D7_0310400;PF3D7_0310400.1;Plasmodium falciparum 3D7;parasite-infected erythrocyte surface protein;PIESP1;membrane;GO:0016757;transferase activity, transferring glycosyl groups;null;null;"GO:0009986;GO:0020002;GO:0005634;GO:0085026";"cell surface;host cell plasma membrane;nucleus;tubovesicular membrane network";null;null;null;null;GO:0016020
PF3D7_0310600;PF3D7_0310600.1;Plasmodium falciparum 3D7;eukaryotic translation initiation factor 3 subunit K, putative;EIF3K;null;GO:0005488;binding;null;null;null;null;null;null;null;null;null
PF3D7_0311100;PF3D7_0311100.1;Plasmodium falciparum 3D7;pre-mRNA splicing factor, putative;null;null;null;null;GO:0006397;mRNA processing;GO:0005634;nucleus;null;null;null;null;null
PF3D7_0311200;PF3D7_0311200.1;Plasmodium falciparum 3D7;valine--tRNA ligase, putative;null;null;"GO:0005524;GO:0004812;GO:0000166";"ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding";GO:0006418;tRNA aminoacylation for protein translation;GO:0020011;apicoplast;GO:0004832;valine-tRNA ligase activity;GO:0006438;valyl-tRNA aminoacylation;null
PF3D7_0311900;PF3D7_0311900.1;Plasmodium falciparum 3D7;heptatricopeptide repeat-containing protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0312400;PF3D7_0312400.1;Plasmodium falciparum 3D7;glycogen synthase kinase 3;GSK3;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;GO:0020036;Maurer's cleft;GO:0004674;protein serine/threonine kinase activity;"GO:0018105;GO:0042493";"peptidyl-serine phosphorylation;response to drug";null
PF3D7_0312600;PF3D7_0312600.1;Plasmodium falciparum 3D7;tRNA Valine;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0312900;PF3D7_0312900.1;Plasmodium falciparum 3D7;hypothetical protein;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0313500;PF3D7_0313500.1;Plasmodium falciparum 3D7;Ras-like G protein;PfG;null;GO:0005525;GTP binding;null;null;"GO:0020036;GO:0005829";"Maurer's cleft;cytosol";GO:0003924;GTPase activity;null;null;null
PF3D7_0313600;PF3D7_0313600.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;GO:0005524;ATP binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_0313900;PF3D7_0313900.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0020011;apicoplast;null;null;null;null;null
PF3D7_0314300;PF3D7_0314300.1;Plasmodium falciparum 3D7;DER1-like protein;DER1-2;null;null;null;null;null;"GO:0020011;GO:0016021";"apicoplast;integral component of membrane";null;null;GO:0030433;ubiquitin-dependent ERAD pathway;null
PF3D7_0314400;PF3D7_0314400.1;Plasmodium falciparum 3D7;serine/threonine protein phosphatase 6, putative;PPP6;null;GO:0016787;hydrolase activity;null;null;"GO:0005737;GO:0005634";"cytoplasm;nucleus";GO:0004722;protein serine/threonine phosphatase activity;GO:0006470;protein dephosphorylation;null
PF3D7_0314500;PF3D7_0314500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0314600;PF3D7_0314600.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0315200;PF3D7_0315200.1;Plasmodium falciparum 3D7;circumsporozoite- and TRAP-related protein;CTRP;null;null;null;null;null;GO:0020009;microneme;"GO:0034235;GO:0043395";"GPI anchor binding;heparan sulfate proteoglycan binding";"GO:0002312;GO:0044409";"B cell activation involved in immune response;entry into host";null
PF3D7_0315800;PF3D7_0315800.1;Plasmodium falciparum 3D7;zinc finger protein, putative;null;null;"GO:0016874;GO:0003676;GO:0008270";"ligase activity;nucleic acid binding;zinc ion binding";null;null;"GO:0005829;GO:0005634";"cytosol;nucleus";null;null;null;null;null
PF3D7_0316100;PF3D7_0316100.1;Plasmodium falciparum 3D7;ribosomal protein L27, mitochondrial, putative;null;"intracellular;ribosome";GO:0003735;structural constituent of ribosome;GO:0006412;translation;null;null;null;null;null;null;"GO:0005622;GO:0005840"
PF3D7_0316400;PF3D7_0316400.1;Plasmodium falciparum 3D7;CS domain-containing protein, putative;null;null;null;null;null;null;"GO:0020011;GO:0005634";"apicoplast;nucleus";null;null;null;null;null
PF3D7_0316700;PF3D7_0316700.1;Plasmodium falciparum 3D7;protein YOP1, putative;YOP1;null;null;null;null;null;"GO:0009986;GO:0005783;GO:0071782;GO:0005634";"cell surface;endoplasmic reticulum;endoplasmic reticulum tubular network;nucleus";null;null;"GO:0007029;GO:0071786";"endoplasmic reticulum organization;endoplasmic reticulum tubular network organization";null
PF3D7_0317200;PF3D7_0317200.1;Plasmodium falciparum 3D7;cdc2-related protein kinase 4;CRK4;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;GO:0005634;nucleus;GO:0004672;protein kinase activity;"GO:0006260;GO:0000278;GO:0006468";"DNA replication;mitotic cell cycle;protein phosphorylation";null
PF3D7_0317400;PF3D7_0317400.1;Plasmodium falciparum 3D7;DNA replication complex GINS protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0317600;PF3D7_0317600.1;Plasmodium falciparum 3D7;40S ribosomal protein S11, putative;RPS11;"intracellular;ribosome";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0022627;GO:1903561;GO:0005634";"cytosolic small ribosomal subunit;extracellular vesicle;nucleus";GO:0003735;structural constituent of ribosome;null;null;"GO:0005622;GO:0005840"
PF3D7_0317800;PF3D7_0317800.1;Plasmodium falciparum 3D7;26S proteasome non-ATPase regulatory subunit 9, putative;null;null;GO:0005515;protein binding;null;null;GO:0005838;proteasome regulatory particle;null;null;"GO:0070682;GO:0006511";"proteasome regulatory particle assembly;ubiquitin-dependent protein catabolic process";null
PF3D7_0319400;PF3D7_0319400.1;Plasmodium falciparum 3D7;kinesin-8X;null;null;"GO:0005524;GO:0008017;GO:0003777;GO:0016740";"ATP binding;microtubule binding;microtubule motor activity;transferase activity";GO:0007018;microtubule-based movement;"GO:0005874;GO:0072686;GO:0005634";"microtubule;mitotic spindle;nucleus";GO:0016887;ATPase activity;"GO:0007019;GO:0007018";"microtubule depolymerization;microtubule-based movement";null
PF3D7_0319700;PF3D7_0319700.1;Plasmodium falciparum 3D7;ABC transporter I family member 1, putative;ABCI3;null;"GO:0005524;GO:0016887";"ATP binding;ATPase activity";null;null;"GO:0016021;GO:0016020";"integral component of membrane;membrane";null;null;GO:0042493;response to drug;null
PF3D7_0319900;PF3D7_0319900.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0320500;PF3D7_0320500.1;Plasmodium falciparum 3D7;nicotinamidase, putative;Nico;null;"GO:0003824;GO:0016787";"catalytic activity;hydrolase activity";GO:0008152;metabolic process;"GO:0005737;GO:0005634";"cytoplasm;nucleus";null;null;null;null;null
PF3D7_0320800;PF3D7_0320800.1;Plasmodium falciparum 3D7;ATP-dependent RNA helicase DDX6;DOZI;null;"GO:0005524;GO:0003676";"ATP binding;nucleic acid binding";null;null;"GO:0000932;GO:0005737;GO:0005634";"P-body;cytoplasm;nucleus";"GO:0004004;GO:0003729;GO:0005515";"ATP-dependent RNA helicase activity;mRNA binding;protein binding";null;null;null
PF3D7_0321000;PF3D7_0321000.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;GO:0020011;apicoplast;null;null;null;null;null
PF3D7_0321300;PF3D7_0321300.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0321700;PF3D7_0321700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0322000;PF3D7_0322000.1;Plasmodium falciparum 3D7;peptidyl-prolyl cis-trans isomerase;CYP19A;null;GO:0003755;peptidyl-prolyl cis-trans isomerase activity;GO:0000413;protein peptidyl-prolyl isomerization;"GO:0020036;GO:0005829;GO:0005634";"Maurer's cleft;cytosol;nucleus";"GO:0016018;GO:0003755";"cyclosporin A binding;peptidyl-prolyl cis-trans isomerase activity";GO:0006457;protein folding;null
PF3D7_0322200;PF3D7_0322200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0324300;PF3D7_0324300.1;Plasmodium falciparum 3D7;exported protein family 4;EPF4;null;null;null;null;null;GO:0020036;Maurer's cleft;null;null;null;null;null
PF3D7_0324400;PF3D7_0324400.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_0400100;PF3D7_0400100.1;Plasmodium falciparum 3D7;erythrocyte membrane protein 1, PfEMP1;VAR;integral component of membrane;GO:0046789;host cell surface receptor binding;GO:0009405;pathogenesis;"GO:0020002;GO:0020030";"host cell plasma membrane;infected host cell surface knob";GO:0050839;cell adhesion molecule binding;"GO:0020033;GO:0098609;GO:0020035;GO:0020013";"antigenic variation;cell-cell adhesion;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";GO:0016021
PF3D7_0400300;PF3D7_0400300.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_0400900;PF3D7_0400900.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_0401700;PF3D7_0401700.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function, pseudogene;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0401800;PF3D7_0401800.1;Plasmodium falciparum 3D7;Plasmodium exported protein (PHISTb), unknown function;PfD80;null;null;null;null;null;"GO:0020036;GO:0044538;GO:0005634";"Maurer's cleft;host cell periphery;nucleus";null;null;null;null;null
